product_title,gender,product_type,color,usage,color_details,heel_height,heel_type,price_usd,brand,product_id,image
Senorita women black sandals,women,flats,black,casual,[],,,95,senorita,1186,1186.jpg
Grendha women romance beige flats,women,flats,beige,casual,[],,,120,grendha,1187,1187.jpg
Rocia women brown sandals,women,flats,brown,casual,[],,,95,rocia,1188,1188.jpg
Hm women black flats,women,flats,black,casual,[],,,200,hm,1189,1189.jpg
Nike women flyclave black casual shoes,women,casual shoes,black,casual,[],,,185,nike,1190,1190.jpg
Hm women black shoes,women,flats,black,casual,[],,,120,hm,1191,1191.jpg
Carlton london women classy silver sandals,women,heels,silver,casual,[],2.0,slim,70,carlton london,1192,1192.jpg
Catwalk women mushroom brown heels,women,heels,mushroom brown,casual,['brown'],1.0,cone,175,catwalk,1193,1193.jpg
Reebok women instant white sports shoes,women,sports shoes,white,sports,['red'],,,125,reebok,1194,1194.jpg
Senorita women brown sandals,women,heels,brown,casual,[],1.0,block,215,senorita,1195,1195.jpg
Catwalk women blue heels,women,heels,blue,casual,['beige'],1.0,kitten,75,catwalk,1196,1196.jpg
Cobblerz women beige loafers,women,casual shoes,beige,casual,[],,,105,cobblerz,1197,1197.jpg
Reebok women black zignano race sports shoes,women,sports shoes,black,sports,[],,,100,reebok,1198,1198.jpg
Carlton london women brown flats,women,flats,brown,casual,[],,,190,carlton london,1199,1199.jpg
Carlton london women funky silver sandals,women,heels,silver,casual,[],3.0,stiletto,200,carlton london,1200,1200.jpg
Carlton london women casual denim blue boots,women,heels,blue,casual,[],3.0,boots,115,carlton london,1201,1201.jpg
Catwalk women multi-coloured heels,women,heels,multi,casual,[],0.5,flared,175,catwalk,1202,1202.jpg
Hm women maroon sandals,women,heels,maroon,casual,[],0.5,flared,180,hm,1203,1203.jpg
Clarks women un swish patent white sandals,women,flats,white,casual,[],,,160,clarks,1204,1204.jpg
Catwalk women lifestyle blue flats,women,flats,blue,casual,['purple'],,,150,catwalk,1205,1205.jpg
Adidas women daily vulc silver shoe,women,casual shoes,silver,casual,['purple'],,,60,adidas,1206,1206.jpg
Spinn women alliance blue sports shoes,women,sports shoes,blue,sports,[],,,105,spinn,1207,1207.jpg
Catwalk women black sandals,women,heels,black,casual,[],0.5,kitten,45,catwalk,1208,1208.jpg
Adidas women color can pink shoes,women,casual shoes,pink,casual,[],,,70,adidas,1209,1209.jpg
Carlton london women classy black sandals,women,heels,black,casual,[],2.0,slim,195,carlton london,1210,1210.jpg
Carlton london women nude heels,women,heels,nude,formal,[],2.0,pumps,120,carlton london,1211,1211.jpg
Adidas women court sequence black shoe,women,casual shoes,black,casual,['red'],,,65,adidas,1212,1212.jpg
Catwalk women brown flats,women,flats,brown,casual,['multi'],,,200,catwalk,1213,1213.jpg
Carlton london women casual pink sandals,women,flats,pink,casual,[],,,130,carlton london,1214,1214.jpg
Senorita women red wedges,women,heels,red,casual,[],2.0,wedge,160,senorita,1215,1215.jpg
Cobblerz women brown ballerinas,women,flats,brown,casual,[],,,190,cobblerz,1216,1216.jpg
Adidas women ballerina purple shoes,women,flats,purple,casual,[],,,120,adidas,1217,1217.jpg
Senorita women black sandals,women,flats,black,casual,[],,,200,senorita,1218,1218.jpg
Hm women black flats,women,flats,black,casual,[],,,145,hm,1219,1219.jpg
Catwalk women brown heels,women,heels,brown,casual,[],2.0,stiletto,120,catwalk,1220,1220.jpg
Carlton london women classy gold heels,women,heels,gold,casual,[],2.0,stiletto,50,carlton london,1221,1221.jpg
Grendha women roamance brown flats,women,flats,brown,casual,[],,,75,grendha,1222,1222.jpg
Catwalk women black heels,women,heels,multi,casual,[],2.0,block,220,catwalk,1223,1223.jpg
Puma women corsica mid l shine black grey shoe,women,casual shoes,black,casual,['grey'],,,135,puma,1224,1224.jpg
Catwalk women black casual heels,women,heels,black,casual,[],1.0,kitten,140,catwalk,1225,1225.jpg
Catwalk women brown sandals,women,flats,brown,casual,[],,,105,catwalk,1226,1226.jpg
Catwalk women wedding collection silver heels,women,heels,silver,casual,[],1.0,flared,80,catwalk,1227,1227.jpg
Adidas women's duramo luxury white shoe,women,sports shoes,white,sports,['pink'],,,180,adidas,1228,1228.jpg
Adidas women's agashae silver shoe,women,casual shoes,silver,casual,['blue'],,,200,adidas,1229,1229.jpg
Puma women sabadella sequin black shoe,women,casual shoes,black,casual,[],,,55,puma,1230,1230.jpg
Hm women black flats,women,flats,black,casual,[],,,55,hm,1231,1231.jpg
Clarks women black handcrafted leather heels,women,heels,black,casual,[],0.5,wedge,215,clarks,1232,1232.jpg
Carlton london women casual grey casual shoes,women,boots shoes,grey,casual,[],,,105,carlton london,1233,1233.jpg
Catwalk women green flats,women,flats,green,casual,[],,,155,catwalk,1234,1234.jpg
Hm women golden sandals,women,flats,gold,casual,[],,,70,hm,1235,1235.jpg
Catwalk women casual brown sandal,women,heels,brown,casual,[],2.0,block,180,catwalk,1236,1236.jpg
Timberland women nekkol convertable black sports sandals,women,flats,black,casual,[],,,155,timberland,1237,1237.jpg
Hm women black sandals,women,flats,black,casual,[],,,195,hm,1238,1238.jpg
Rocia women black flats,women,flats,black,casual,[],,,190,rocia,1239,1239.jpg
Grendha women kall ad black flats,women,flats,black,casual,[],,,130,grendha,1240,1240.jpg
Cobblerz women tan pumps,women,heels,tan,casual,['white'],1.0,pumps,90,cobblerz,1241,1241.jpg
Adidas women boat black icegrey shoe,women,casual shoes,blue,casual,"['black', 'grey']",,,130,adidas,1242,1242.jpg
Fila women pink speed lite sports shoes,women,sports shoes,pink,sports,[],,,120,fila,1243,1243.jpg
Carlton london women black heels,women,heels,black,casual,[],1.0,block,45,carlton london,1244,1244.jpg
Senorita women black heels,women,heels,black,casual,[],1.0,block,90,senorita,1245,1245.jpg
Clarks women arizona metallic leather silver ballerinas,women,flats,silver,casual,['metallic'],,,75,clarks,1246,1246.jpg
Fila women princess black casual shoes,women,casual shoes,black,casual,[],,,55,fila,1247,1247.jpg
Puma women saba ballet fun black shoe,women,casual shoes,black,casual,[],,,180,puma,1248,1248.jpg
Cobblerz women black & grey sandals,women,heels,black,casual,['grey'],3.0,stiletto,115,cobblerz,1249,1249.jpg
Adidas women furano white violet stripe shoe,women,sports shoes,white,sports,['purple'],,,220,adidas,1250,1250.jpg
Grendha women claudia green flats,women,flats,green,casual,[],,,95,grendha,1251,1251.jpg
Fila women cortez grey casual shoes,women,casual shoes,grey,casual,['pink'],,,135,fila,1252,1252.jpg
Tiptopp women black wedges,women,heels,black,casual,[],1.0,wedge,175,tiptopp,1253,1253.jpg
Hm women black heels,women,heels,black,casual,[],1.0,block,140,hm,1254,1254.jpg
Catwalk women brown flats,women,flats,brown,casual,[],,,195,catwalk,1255,1255.jpg
Hm women black wedges,women,heels,black,casual,['multi'],1.0,wedge,50,hm,1256,1256.jpg
Catwalk women casual pink heels,women,heels,pink,casual,"['red', 'purple']",2.0,cone,210,catwalk,1257,1257.jpg
Adidas women clima motionwave blue sports shoes,women,sports shoes,blue,sports,['white'],,,210,adidas,1258,1258.jpg
Puma women kuris black sports shoes,women,sports shoes,black,sports,['blue'],,,50,puma,1259,1259.jpg
Nike women air pegasus+ 28 grey white red shoe,women,sports shoes,grey,sports,"['white', 'red']",,,200,nike,1260,1260.jpg
Cobblerz women red heels,women,heels,red,casual,[],3.0,stiletto,100,cobblerz,1261,1261.jpg
Carlton london  women classy silver stilettos,women,heels,silver,casual,[],3.0,stiletto,150,carlton london,1262,1262.jpg
Cobblerz women black casual shoes,women,casual shoes,black,casual,[],,,180,cobblerz,1263,1263.jpg
Rocia women beige flats,women,flats,beige,casual,[],,,125,rocia,1264,1264.jpg
Hm women green flats,women,flats,green,casual,[],,,185,hm,1265,1265.jpg
Adidas women vanquish5 silver sports shoes,women,sports shoes,silver,sports,['blue'],,,165,adidas,1266,1266.jpg
Clarks women white leather flats,women,flats,white,casual,[],,,210,clarks,1267,1267.jpg
Puma women trinity white checked canvas shoes,women,casual shoes,white,casual,['blue'],,,150,puma,1268,1268.jpg
Fila women paramount white casual shoes,women,casual shoes,white,casual,['purple'],,,45,fila,1269,1269.jpg
Cobblerz women gold-toned sandals,women,heels,gold,casual,[],1.0,kitten,135,cobblerz,1270,1270.jpg
Catwalk women moccasin blue casual shoes,women,heels,blue,casual,[],1.0,wedge,70,catwalk,1271,1271.jpg
Puma women cabana racer white shoe,women,casual shoes,white,casual,"['grey', 'green']",,,145,puma,1272,1272.jpg
New balance women silver sports shoes,women,sports shoes,grey,sports,"['silver', 'red']",,,160,new balance,1273,1273.jpg
Rocia women black flats,women,flats,black,casual,[],,,90,rocia,1274,1274.jpg
Catwalk women grey sandals,women,flats,grey,casual,[],,,85,catwalk,1275,1275.jpg
Tiptopp women brown sandals,women,flats,brown,casual,[],,,70,tiptopp,1276,1276.jpg
Roxy women purple casual shoes,women,casual shoes,purple,casual,['pink'],,,60,roxy,1277,1277.jpg
Cobblerz women red shoes,women,heels,red,casual,[],3.0,wedge,75,cobblerz,1278,1278.jpg
Skechers women black casual shoes,women,casual shoes,black,casual,[],,,120,skechers,1279,1279.jpg
Senorita women green sandals,women,flats,green,casual,[],,,45,senorita,1280,1280.jpg
Carlton london women classy silver sandals,women,heels,silver,casual,[],2.0,slim,110,carlton london,1281,1281.jpg
Carlton london women casual red casual shoes,women,casual shoes,red,casual,[],,,80,carlton london,1282,1282.jpg
Nike women wmns lun black sports shoes,women,sports shoes,black,sports,['pink'],,,190,nike,1283,1283.jpg
Catwalk women casual multi wedges,women,heels,multi,casual,[],2.0,wedge,95,catwalk,1284,1284.jpg
Rocia women black flats,women,flats,black,casual,[],,,120,rocia,1285,1285.jpg
Hm women black sandals,women,flats,black,casual,['red'],,,125,hm,1286,1286.jpg
Carlton london  women casual red sandals,women,heels,red,casual,[],2.0,wedge,210,carlton london,1287,1287.jpg
Nike women serenity black casual shoes,women,casual shoes,black,casual,[],,,140,nike,1288,1288.jpg
Hm women brown sandals,women,flats,brown,casual,[],,,155,hm,1289,1289.jpg
Cobblerz women black shoes,women,casual shoes,black,casual,"['white', 'cream']",2.0,wedge,45,cobblerz,1290,1290.jpg
Puma women body train white sports shoes,women,sports shoes,white,sports,['blue'],,,180,puma,1291,1291.jpg
Disney women princess heart pink casual shoes,women,casual shoes,pink,casual,[],,,110,disney,1292,1292.jpg
Catwalk women white sandals,women,flats,white,casual,[],,,170,catwalk,1293,1293.jpg
Adidas women blue adi light casual shoe,women,casual shoes,blue,casual,['white'],,,95,adidas,1294,1294.jpg
Catwalk women black stilettos,women,heels,black,casual,[],4.0,stiletto,85,catwalk,1295,1295.jpg
Catwalk women blue flats,women,flats,blue,casual,[],,,60,catwalk,1296,1296.jpg
Hm women brown flats,women,flats,brown,casual,[],,,200,hm,1297,1297.jpg
Catwalk women black & grey heels,women,heels,grey,casual,['black'],1.0,flared,170,catwalk,1298,1298.jpg
Numero uno women canvas grey red shoe,women,casual shoes,grey,casual,['red'],,,160,numero uno,1299,1299.jpg
Cobblerz women beige sandals,women,heels,beige,casual,[],2.0,wedge,90,cobblerz,1300,1300.jpg
Ipanema women ritmos navy blue flats,women,flats,navy blue,casual,[],,,165,ipanema,1301,1301.jpg
Catwalk women black shoes,women,casual shoes,black,casual,['pink'],,,220,catwalk,1302,1302.jpg
Carlton london women blue shoes,women,flats,blue,casual,[],,,120,carlton london,1303,1303.jpg
Grendha women flori pink sandals,women,flats,pink,casual,[],,,165,grendha,1304,1304.jpg
Enroute women black heels,women,heels,black,casual,[],1.0,cone,120,enroute,1305,1305.jpg
Catwalk women mary janes blue flats,women,flats,blue,casual,[],,,105,catwalk,1306,1306.jpg
